Labels	Em550-Sample-2-Group-A	
484.00	2.65480500E+7	
485.00	2.60277500E+7	
486.00	2.56625700E+7	
487.00	2.53068180E+7	
488.00	2.50077700E+7	
489.00	2.44557680E+7	
490.00	2.39247860E+7	
491.00	2.37301520E+7	
492.00	2.23962640E+7	
493.00	2.26942960E+7	
494.00	2.20539960E+7	
495.00	2.15659240E+7	
496.00	2.08751800E+7	
497.00	2.04413280E+7	
498.00	1.97581180E+7	
499.00	1.89883920E+7	
500.00	1.85842540E+7	
501.00	1.75760620E+7	
502.00	1.70850280E+7	
503.00	1.62202660E+7	
504.00	1.57057320E+7	
505.00	1.50015860E+7	
506.00	1.40641920E+7	
507.00	1.33770100E+7	
508.00	1.27272460E+7	
509.00	1.21030560E+7	
510.00	1.14175050E+7	
511.00	1.07054080E+7	
512.00	1.01103020E+7	
513.00	9.27904300E+6	
514.00	8.71632800E+6	
515.00	7.99785500E+6	
516.00	7.50168400E+6	
517.00	6.75232250E+6	
518.00	6.26101300E+6	
519.00	5.61423000E+6	
520.00	5.18747200E+6	
521.00	4.75670350E+6	
522.00	4.30032400E+6	
523.00	3.92561750E+6	
524.00	3.53683275E+6	
525.00	3.13501500E+6	
526.00	2.78492150E+6	
527.00	2.53827575E+6	
528.00	2.27189400E+6	
529.00	1.95470050E+6	
530.00	1.74528188E+6	
